0.000000E0	-2.930333E-2
3.332222E-2	-3.385040E-2
6.667778E-2	-3.486086E-2
1.000333E-1	-4.142885E-2
1.333333E-1	-4.698638E-2
1.666667E-1	-5.102822E-2
2.000111E-1	-5.507005E-2
2.333444E-1	-6.113281E-2
2.666667E-1	-6.517465E-2
3.000444E-1	-6.921649E-2
3.333444E-1	-7.426879E-2
3.666778E-1	-7.730017E-2
4.000111E-1	-8.336293E-2
4.333889E-1	-8.740476E-2
4.667222E-1	-9.245706E-2
5.000111E-1	-9.953028E-2
5.333889E-1	-1.040774E-1
5.666889E-1	-1.101401E-1
6.000333E-1	-1.131715E-1
6.334000E-1	-1.177186E-1
6.667000E-1	-1.258022E-1
7.000333E-1	-1.313598E-1
7.333667E-1	-1.354016E-1
7.667000E-1	-1.429800E-1
8.000667E-1	-1.500533E-1
8.334000E-1	-1.551056E-1
8.667444E-1	-1.621788E-1
9.001000E-1	-1.657154E-1
9.351444E-1	-1.722834E-1
9.667111E-1	-1.793566E-1
1.000056E0	-1.904717E-1
1.033389E0	-1.965344E-1
1.066733E0	-2.015867E-1
1.100067E0	-2.076495E-1
1.133400E0	-2.162384E-1
1.166733E0	-2.238168E-1
1.200056E0	-2.329110E-1
1.233400E0	-2.404894E-1
1.266756E0	-2.470574E-1
1.300067E0	-2.551411E-1
1.333400E0	-2.627195E-1
1.366744E0	-2.723189E-1
1.400078E0	-2.798973E-1
1.433411E0	-2.905072E-1
1.466767E0	-2.975804E-1
1.500078E0	-3.066745E-1
1.533422E0	-3.147582E-1
1.566756E0	-3.233471E-1
1.600089E0	-3.319360E-1
1.633433E0	-3.420406E-1
1.666767E0	-3.511347E-1
1.700156E0	-3.612393E-1
1.733467E0	-3.703335E-1
1.766767E0	-3.779119E-1
1.800133E0	-3.880165E-1
1.833433E0	-4.001420E-1
1.866767E0	-4.087310E-1
1.900100E0	-4.168146E-1
1.933433E0	-4.238878E-1
